Target_Angle,Wavelength_nm,Period_nm
-78.47923138822793,516.1318543503934,351.1630040427569
-68.75664116805572,607.335259795399,434.40827019395505
-76.97494707820945,477.4130505065314,326.6803256817908
-74.74136752138244,649.6067995532546,448.8958172463062
-59.89499894055426,582.9442716722097,449.22677267149805
-76.09371175115584,632.5559548200686,434.4372784858455
-34.424625102595975,543.1464556953542,640.5162167492126
-39.79914312095726,468.73278549458655,488.18840460202756
-32.2613644455269,528.7693339940931,660.4057878590835
-46.266516538163216,514.4456183434962,474.64873780035435
-49.4338644844741,499.81496303204773,438.6328252777849
-43.567451588694794,463.6521243224435,448.4878223562652
-71.43687545759647,627.7501425639418,441.46813925353905
-47.83766633467947,425.9054983961681,383.05365403959104
-44.046725484369034,666.2682789657501,638.8812564018777
-57.13480415791243,452.50741686932605,359.1543944066739
-37.04621124873813,693.9620955554624,767.9218496392159
-70.10984903770199,696.5404144261223,493.81819912649087
-33.727532183988544,519.5161123723456,623.7689872944271
-79.34434683002587,696.3463217896789,472.37644239350914
-68.61223846483287,660.7205551842179,473.05811676830746
-39.93578407670862,424.7290830839997,441.096883169385
-30.27610585618012,684.1985690885854,904.7238550052771
-70.77307142274171,412.7543157713783,291.42471891541425
-65.34286719238085,454.57428812173214,333.4536416032548
-66.45035840204937,575.3786622540023,418.4354881637234
-68.56351733429729,424.22115352000407,303.83221392192405
-33.70223258670452,448.5183270968107,538.8803313569601
-47.923286427213625,686.0475361336717,616.1887472802022
-35.79345297625649,698.4063654662824,796.0884118978886
-73.15517129377967,639.4409625340892,445.4049362985204
-61.1649063413779,554.5628174394109,422.0362056896612
-46.54490124263246,670.0902807075026,615.3994874878856
-33.177917514301186,433.5696312650706,528.1888379709536
-45.54911608578311,682.8675607735026,637.7311507436682
-46.25916610133736,505.4658782366297,466.4209114358632
-66.4803089169032,658.4468173699584,478.73655069498903
-61.87787356776066,600.5120217956173,453.9301099837844
-74.36063712881634,688.0822912167166,476.3574282314098
-53.610746258097464,659.4033843387455,546.0863108623037
-35.97971229691508,666.3693440652719,756.1653998458787
-65.66223936114974,589.5263068360091,431.35088377751
-68.03925243084487,649.9475592928827,467.19814203229515
-58.063859878474815,627.1393452284016,492.66330150709547
-68.54835899772806,448.4869392711662,321.2450377520604
-54.689779818219534,594.5790674059729,485.7466740945697
-56.1366414690997,444.45266395604756,356.83153739107854
-51.37705091792748,660.836836565659,563.8992873277234
-31.27095633720476,419.78493980199056,539.1335407926529
-35.39457134966522,696.1140010579826,801.230741248567
-31.57145928433671,520.1879998413134,662.370997607004
-61.82052056318902,451.1888061104307,341.23865412420736
-45.717799053816336,680.7024950983669,633.8811817177972
-55.42853455823514,413.62779586895437,334.88642125834974
-75.37832369630465,541.031690352695,372.76009996776526
-42.464611457443745,631.0681383773508,623.1528182982807
-50.519146151781484,495.0251426295103,427.57307748838053
-67.77755692715243,558.6504009708403,402.31667269087666
-41.43990827458112,610.1239048941405,614.5788205346909
-33.84899549143965,685.5929263003962,820.5691490008559
-44.4875726456884,430.810791781309,409.8542015230133
-38.06106436270022,447.1680111144759,483.5548090812205
-76.48488261712865,552.6612685582201,378.9341802101438
-70.40601897822086,525.542488345014,371.897228044818
-61.67018782552117,523.2388482050999,396.2892406303584
-73.57302950938589,489.0884508808459,339.9347773727058
-70.18360384495573,568.2054395526868,402.64684451494264
-39.32850294430179,664.9865008497148,699.5081845497737
-74.62794992449889,448.27730216135916,309.9396786535655
-56.96711209578254,464.5858988487273,369.441222383774
-70.37200775820313,601.2470493398757,425.55913819576494
-74.80456499617466,416.85929628619124,287.9745416699618
-45.90017374859319,602.129259868902,558.9801239565562
-35.50259622638384,494.33684525900117,567.4793967411218
-41.39675812709709,507.3561794200045,511.4971926908611
-51.355389431312815,521.6648121468701,445.2768083814673
-70.90073829612466,504.87626844751446,356.19140125571084
-73.03652916281717,652.3628863838596,454.69179230504585
-30.347606526559535,683.8205372200928,902.2959264421892
-55.537365128878285,564.4034425948565,456.3627223958044
-50.87055015743895,574.5635496504818,493.7881066439385
-41.105390523536514,421.14493240403056,427.05139055393954
-35.99326836668414,613.9575785083002,696.4639772399584
-46.8807585701814,575.2296618892252,525.3722737797813
-77.14548519562595,415.1183571422801,283.85962799044654
-46.160146601037766,459.527700121511,424.73434354771473
-55.939531087168305,460.58302611776884,370.63972665794967
-65.15094794475888,451.2903855830078,331.55639656063244
-48.1814801189647,597.5937863868331,534.572608229142
-78.58910413604804,678.5318846067307,461.47632992980056
-78.12236474710556,628.8925976075078,428.43477739092805
-42.58911479126821,543.212045564174,535.1293619937031
-54.86242529461927,521.2153893953446,424.9066173911917
-45.04391549083849,515.9374315927668,486.0580693229518
-44.24202471887338,580.3740873087474,554.5667039377806
-31.84434736772664,507.76619768336093,641.5886316313794
-60.47821669899484,467.83659135661514,358.42608662944116
-55.13395116144308,580.8528719726748,471.95564623336855
-32.57393756249947,517.2116240282719,640.4452880725013
-43.93232321183057,404.23744874315014,388.42381359692087
-75.41329429833269,406.66933407003233,280.14254707704157
-41.978094533348624,482.2409833463255,480.6693605160476
-37.24474360456115,553.7266598520591,609.9443533570198
-54.472638013878154,506.27185230039663,414.71954351997465
-79.28252270553003,407.2165457162656,276.2973969506462
-42.10276357557502,466.94552912597214,464.3019750373515
-63.606777370293926,428.92579260238483,319.2251721213889
-68.08098076643589,684.589600408425,491.95534282909443
-41.881877199619986,493.85022268855795,493.16194533424465
-66.41081743059297,404.42991147864876,294.2041392949597
-48.389156635962664,598.1689755956991,533.3610046451923
-61.61529152967897,469.7343821523451,355.95019637356313
-61.67648553804473,570.0208765093013,431.6953096960057
-56.788734203737924,445.22363638284634,354.7641243087742
-34.51448850272041,695.2039705367395,817.9621554566205
-71.7651247794619,691.0777559695999,485.0782809197108
-46.039003248586795,596.7950055070918,552.731899470996
-39.32592551999271,612.1607865466183,643.9754677956035
-32.0387570777382,527.7636673874954,663.2369901247741
-59.544647159412094,688.6538036254507,532.58647840738
-63.87821809211412,527.1218861113603,391.3911841565152
-30.82939144639281,471.84039922241806,613.7959806203365
-55.60465291496405,434.61358288117117,351.13506201350685
-41.3247887598969,462.4375900943157,466.8776168593171
-62.25863952047249,571.6640511786165,430.6039127914398
-38.718321450249576,473.5275153817897,504.69857047549266
-64.5468869051233,596.2748285342634,440.2482431608651
-49.33676731502687,514.655355965514,452.31346275173274
-76.83649943683673,666.0618716251734,456.02364623514495
-36.87604720729966,567.5434202396732,630.5135731225913
-47.05331755251292,586.7812159303828,534.4178610760267
-35.67367606202946,566.9679408978031,648.1470126068825
-76.23468091392814,665.6706322573073,456.9033785737973
-73.86696766904905,419.0258703787574,290.80264543003085
-42.89708138575778,420.2046121272235,411.55160419136394
-62.999202301708955,610.5220734774246,456.80653503972957
-70.8611100100608,630.3891706144535,444.847694944779
-57.760040579973115,530.0768254845904,417.80047627790645
-56.48252891780032,505.691562416279,404.3668454004326
-42.092614545022585,483.38351986162394,480.74114610668465
-34.65513839029496,470.3184657500643,551.3999306491253
-74.86078789766634,673.5875769035815,465.2036876647364
-75.02090285816652,488.54186390835173,337.15090107404626
-61.65507286366339,594.423638743359,450.26704057712516
-46.951489552435035,636.1284341150866,580.3223075237197
-47.46047873063304,406.58997353427424,367.8825712478873
-66.29778394351197,410.16224496495596,298.63198679039164
-74.85551299762886,499.9412213912108,345.2859019215384
-74.35432121325587,608.804723294111,421.48680109607665
-68.99377729288119,478.2395905787049,341.5235356759884
-62.10158230771439,400.4449871296751,302.070381828768
-34.206998249752445,486.4443699831751,576.8503169758194
-38.08143570473069,427.03924499305384,461.5785671938981
-74.92770942635397,465.82399173769693,321.61330692707156
-60.321452982979494,499.95700020978927,383.63047678147143
-30.459852580831484,438.41720652062554,576.5599756068799
-35.073577143301605,611.909418234298,709.9196202096173
-63.17508845540279,476.7760696018565,356.1792722121348
-30.253079192310935,598.3284397914888,791.7218636831384
-38.04040257087493,579.7098558463508,627.1706896467489
-57.436689468329305,669.4136463081209,529.5173616987204
-64.59475988463467,426.37995170340076,314.68453563562196
-62.59806297513003,464.3824334090994,348.7140678771759
-41.21346547302799,659.5535287131928,667.3620597905796
-65.6089610673768,646.639436915708,473.3393158464227
-41.862454374840006,457.63166715461523,457.166727233951
-46.26998490796339,432.32080358383723,398.85389856177704
-67.32457025590121,656.8724393860582,474.5998716896682
-62.48164495236073,453.4414170474114,340.85797297234257
-72.4611705247089,661.3329118212386,462.3834539661278
-62.88064461501717,688.3344098133222,515.5721999882312
-58.41543016677358,466.2419915727011,364.8781130214028
-34.683738391404624,652.1162799762865,763.9875578756319
-48.38579015297168,527.1493269946789,470.06043451874615
-43.26011838408627,636.6335274260488,619.3129458929436
-42.19948216895418,522.218662293653,518.2947352543188
-78.65052773762227,421.1186796201151,286.34523817789164
-49.65488623333802,613.8085817840993,536.9034768271357
-74.60232775885567,445.20659197107375,307.8544635934307
-61.556931299863145,678.1075267950098,514.1321658744549
-69.74056517708243,525.3238849062104,373.3110628332155
-55.1318546552596,424.60004437287387,345.0056065212462
-58.845194231317954,468.54400443219834,365.0066230846736
-54.625884690943195,658.7552852403085,538.6017790359493
-39.76214938990223,496.325640887246,517.3275743815183
-66.12260576307526,656.8983984939068,478.9213580029148
-44.03861812204279,451.6860215176447,433.1827976847116
-31.21579832157269,540.4654370731884,695.2269436699086
-62.27361479535839,663.4778475359849,499.69365645733313
-38.85553397035245,414.52144969697696,440.49369063745183
-77.02292921764572,491.28315483388616,336.10625357839734
-77.69642885012937,672.9554768316357,459.18337293782696
-75.74321951102243,578.9578983124129,398.23692350482077
-48.50793501277222,614.8696393066405,547.2458063517845
-30.77283082644337,652.6385315777222,850.3951699035059
-76.41592812938626,557.078927880735,382.073962037174
-51.409207415865716,653.60977030648,557.482466804409
-78.33274095218349,591.6293712005224,402.7407973047654
-78.18099885446264,605.6951351690507,412.54286460737035
-72.650472773368,445.8563365504418,311.40545064016055
-44.72244460347928,681.7056487704112,645.8544994074514
-49.25488643009626,638.8253051304747,562.1329563167204
-72.55683357584284,476.25879884414485,332.8102233883454
-45.84610025781389,573.9983999149159,533.3531692383335
-38.474637334304624,512.9397714583483,549.6260946909694
-57.840063122917506,598.1205996429735,471.01734741639865
-76.80773870803904,698.124052960741,478.03141022418333
-64.80148983374865,413.72391914309355,304.82352471200625
-58.50305850446825,685.7570913890875,536.1657350497678
-34.85882468853843,421.71739964309506,491.89365836210465
-60.750361334958484,538.2293907522334,411.25497842770375
-79.50269250521316,544.6327601780308,369.26878477376863
-37.0042007618262,480.61733637994257,532.3569114715817
-55.91648261818683,570.0097858179059,458.8222908086461
-73.86865359639776,650.189243901588,451.22546433976277
-67.03843088771022,488.18865436338194,353.46531665521724
-64.8507870497634,421.1214812956413,310.1484534159369
-65.12420419935546,589.6851101923787,433.3266772328269
-47.97455756098776,625.5235387444756,561.3744733320332
-44.679592213224666,686.356902938821,650.7527708026632
-70.46805777392568,447.8573940530149,316.8018816578031
-70.50566973395904,670.4079597414416,474.1176631506713
-73.35361592900519,544.6370431567337,378.9737818781148
-75.66202762782356,470.72747110721247,323.90744076896516
-55.56711994304689,688.8245410588809,556.7681899035041
-55.07581473435998,471.52878116089687,383.3986760548721
-69.91475894833876,620.0332557207796,440.12254911041396
-62.49819653888826,635.4660335212388,477.61644893363933
-65.09834386288517,529.1557157271736,388.9284367931679
-69.78963347180505,606.9954534180836,431.2132028569816
-74.50026709087831,571.7431225087753,395.5474711797407
-46.89975784257679,457.6098257299353,417.8172900803018
-48.779147631997205,627.9663646340615,556.5781480507367
-34.69909699204345,678.4048434509302,794.4782333163197
-58.9140070498087,546.5914164157421,425.49873115360316
-31.797113689837104,698.2930762200274,883.5020853565395
-53.27990090662301,528.3895940604582,439.4644371141711
-57.13223173537883,543.9209727014281,431.72170694059776
-44.327062606414216,602.1692541920904,574.517783537994
-59.541663028450536,455.7310432673031,352.4610243705216
-31.52501249695247,670.5838029841619,855.0026582817043
-31.867409437460722,640.3818391418401,808.6313196585825
-71.13002803298292,661.7251859175337,466.2063910296148
-48.00953207056314,582.8675738512262,522.8054823344535
-36.35302563259424,665.124388353848,748.0551398625591
-56.11216300274022,603.9917461834166,485.0575700039296
-68.49967765493054,553.4682699357279,396.57426625998795
-40.791051374842155,679.5372411954147,693.4382161219422
-61.14452379095002,531.9159306464504,404.8806806577571
-34.2673732496884,550.1709566475622,651.4111153387149
-32.58408605843039,450.8631192480249,558.1334983577658
-56.567731578407404,684.2977029576882,546.6481210139732
-57.031756080505325,466.3158425386917,370.54528113316366
-61.87149507491033,460.4247772575,348.058155835726
-66.30456668613309,430.35838126935124,313.32016045877094
-78.79260397312673,536.0078353455906,364.28545337877136
-55.81501741505977,482.08436496342483,388.51396136197064
-46.147823647062296,622.2343001594329,575.2403588847225
-69.75930973843518,492.25648606121604,349.7701500105426
-43.54161256310371,616.2310785173183,596.3592986843488
-51.9485710352818,458.7883248328869,388.413038995347
-33.922819067113295,468.989753020025,560.2463491468486
-31.267537170772876,641.8522481324516,824.4175746845302
-78.13242073389625,511.3280655774292,348.3307700361536
-71.79900602561028,433.5321926814079,304.24380368833005
-64.7987103046849,688.4211415265224,507.2265333289162
-50.44764722071349,453.2176469330834,391.8654017703134
-38.66471600354229,445.0591355985872,474.91064253719554
-37.8218521335543,507.51461900548594,551.7587449962425
-42.512144908229764,428.69013076939706,422.92994830024304
-57.46133323530603,446.68491278535066,353.2382223055505
-65.72979613500311,653.9333792604848,478.22222579626214
-63.009868835886564,451.45205671290057,337.7546883235496
-43.99669484729714,433.4280440987615,415.98763343592987
-77.7432640331597,663.9872610643787,452.9834075850128
-66.89484583478843,533.1389524337305,386.4223753977972
-57.717702625570034,447.14888242372825,352.6020499678878
-60.58603731171761,574.4552291513559,439.6426617958259
-50.980003121389494,412.45175196277563,353.9175386239771
-42.386549475057876,528.2147663888663,522.3676346930042
-47.79863393256308,577.094147912603,519.3511913990009
-67.89230552321845,687.1360090783926,494.44306753772656
-30.719674431487793,497.939429135422,649.8332620325324
-35.80363202534581,629.5153289609333,717.3852419189712
-32.30013210108764,439.8099441715388,548.7120257526796
-32.03644011594851,530.0747050102,666.184303337546
-72.77302920055035,466.94041896414063,325.9144415476107
-65.18289296900119,547.7403507629123,402.312949397202
-53.70869145436626,525.1695576597635,434.37367963039287
-34.89170803255007,693.935514987974,808.7442314489172
-54.58079375584162,675.2493993761934,552.3962737903648
-53.67358853902829,574.6617698998112,475.52327588951397
-38.66009349550076,452.952933374536,483.3826429325278
-51.69258246189865,567.0870974265658,481.7891307293074
-49.92523671986867,637.6246834971316,555.5153196523876
-60.79250490261082,411.4081335931921,314.222943748462
-61.75468254338219,530.208804596447,401.2495545032708
-32.265200488602225,412.7940744488364,515.5039589218496
-48.73063073132356,473.18738126437717,419.70619304327295
-61.292995785711824,427.6343978802786,325.04124658475104
-55.15681292900439,688.1734846675247,559.0006283534798
-72.82449205941612,450.6485958341066,314.45564734889183
-62.93468158094725,445.0311647008756,333.1738489468436
-38.14672135407149,691.6164899412877,746.4700551272826
-33.52843737002149,554.790187090922,669.6109197251826
-62.12096391031578,627.3955094213643,473.1827906009718
-31.32556552708109,498.19439535086053,638.8332203252429
-59.28877906367316,559.8582117804566,434.12366703446617
-77.01151207124788,402.05611362331695,275.07513966503444
-58.77370889379395,522.6455414132248,407.46062158726016
-49.4084963103261,566.5269359331862,497.3671826359401
-62.16441092211766,554.3230490497372,417.90389515184864
-52.91264452457583,521.7459061650268,436.03256643957417
-57.280839465796745,636.372299123334,504.2589278174231
-77.07324043882626,550.4922479961124,376.53748913444525
-49.30513189003871,590.8361570937818,519.5127179780695
-78.05952819119571,455.38633949020806,310.30493438745907
-75.26753209780318,658.4500289233372,453.8888257573929
-39.78955673946482,508.85085456688944,530.0781071876268
-33.46806504375827,544.6310899979387,658.3966485961047
-35.038900068871335,505.6584339473939,587.156535011
-30.911091282577488,667.5721528021463,866.3456055786154
-34.72214803779642,670.2220440886699,784.4396510228428
-64.15033867081785,467.2853033830729,346.15987943104636
-33.55943242301145,625.8143667287001,754.7183733445345
-45.948781514688065,430.8650637124598,399.6604530659974
-72.24376554847274,408.9551059923395,286.2740843235927
-31.16359678679129,650.9752340500636,838.6422683014684
-70.72342412944678,439.3534436559835,310.29889411714686
-44.09273873866999,446.4348153582975,427.7290801570421
-35.90824138108281,581.976477788201,661.537397770379
-64.83685826820754,645.030554963192,475.1077283997134
-61.4471423389942,456.88027601231266,346.7611401200298
-73.87360067635265,434.2576704136899,301.3633773560825
-66.75355219019428,423.1967036502559,307.05955661519886
-70.17404651924244,407.453923475636,288.7510209505492
-44.101728628565326,434.9437449574216,416.6520158613118
-38.87197718898614,682.8075728706001,725.3311817770461
-67.53073758204292,428.5847537753385,309.1958666190795
-70.3417369633632,579.2676922225362,410.0796020363696
-79.52525710003366,676.2899166748089,458.50079368920376
-50.630883845571326,588.3460422328516,507.36395831622514
-48.60090428963916,409.82372635700426,364.2287483483824
-68.82064803709984,578.9241421647887,413.9071767883
-47.040177012650894,670.9195920521729,611.1783561266001
-76.53786628017824,496.76771052403797,340.53501720942984
-72.9206375921506,494.0883788712533,344.58901968669863
-51.44970136875092,474.6590766102421,404.6221931848981
-67.54355338957487,551.663376083884,397.95223760995367
-67.72714370423412,471.3828538328037,339.5924379696464
-35.15619344179663,617.1366314197089,714.517444762293
-75.12764533397834,593.4585242258836,409.352304456799
-55.26261862239286,520.2320846108772,422.04066204660984
-71.32287330538708,616.7665173382813,434.03473028844115
-46.00248005153058,429.5488919319146,398.07884746662637
-74.77616142481003,624.8585210152298,431.7226503951818
-49.46008393670816,580.8724544751108,509.56853078318346
-30.541882574014917,589.0248627059914,772.7428504080714
-75.26909882096318,419.3991100667453,289.1019706436617
-34.56433383930668,585.4405035184833,687.9467266472768
-45.965681879520744,548.2366071476478,508.38652889979954
-77.50309835254025,545.7587506950831,372.66853821920535
-77.5303573468778,496.55601993734933,339.03499657117266
-58.671894406164306,402.2841650020805,313.964204633383
-61.59186060848997,526.7912200138476,399.27436789991043
-52.42227609891599,520.2748672677216,437.650702010071
-44.66053858490323,526.841622195591,499.6802628409706
-46.4332272684958,583.598201974013,536.9592622482324
-63.62592280385192,489.97186427804576,364.5978665225619
-67.618726471884,480.8150347702704,346.65683091023317
-69.57895218629243,549.334383841984,390.7820599522017
-69.48090713972769,577.6953027955719,411.21986682004
-34.560305152434516,570.1985279970103,670.1043895802426
-54.72101523512907,664.4925202394761,542.6536327745007
-32.877938000832216,630.7432175034462,774.6055417144635
-57.47644411618678,415.65696891250286,328.6460495283299
-52.07652506866885,569.0426245444297,480.9155659270697
-74.38520913791498,525.344262846963,363.650724674072
-47.54575062760394,508.31538802520726,459.29699030996807
-35.853350821380296,687.3687718373242,782.3731563170892
-37.149584102641796,537.0387347584158,592.8581081494334
-68.07553158587362,615.8304684906512,442.56103939162296
-60.91090316581305,690.1260909870471,526.4934396840662
-35.05613380613951,445.3000407707233,516.8483679025451
-34.20534030574987,416.38487864468584,493.7912513717405
-65.048456572956,494.08606883410687,363.29929496077386
-33.638150318209675,413.3332796041916,497.4410985750319
-71.09300296451781,435.02938337604587,306.55977817011706
-65.31211135782482,697.5129467562517,511.7878372787839
-34.06743903209499,688.0536714303298,818.8653851919306
-34.241885704259595,607.3877976876689,719.6266840779718
-79.33197892505876,625.8960998812918,424.60278607707977
-48.71353978780601,442.14762329290767,392.27735591595257
-48.53210735334454,578.5706727863026,514.7469959541086
-70.63997836287513,446.3238233224488,315.3827892165711
-77.36242886919294,513.5158468306607,350.8436081409495
-79.30005319114355,503.60350761694394,341.6764101103614
-67.66890926294708,584.1881383565218,421.0348230293375
-48.81297927654579,423.907932632848,375.5232108518908
-34.17503583493344,431.03862097651074,511.567269289231
-68.85734579637185,582.9795772636104,416.7033212200936
-57.92021248679025,590.8352970818879,464.87178052217223
-51.21110046234881,501.9647275729483,429.32726697154857
-75.3177192547368,444.06133833684567,306.03407266613726
-35.559874115307565,665.8239747374837,763.270677788646
-54.63125521454296,415.8846393532997,340.0068384722639
-30.567682238370953,615.2126552814137,806.4832694859133
-53.43303209970631,442.01341543851527,366.8947846885717
-32.815163784091865,591.212172528084,727.2912972884071
-35.9408958134036,599.0967540786698,680.46268343999
-35.87631233885524,641.2778911106111,729.5073396197912
-62.460515105803175,518.5075246811313,389.84396195702925
-67.30224396327117,406.53894046983413,293.7781361053674
-59.16843825485798,643.3148157906978,499.4616042651986
-78.10862742372709,533.2204058135602,363.2761685438623
-48.7435289761852,654.1269458792742,580.0807909900134
-44.285604314093035,632.7954848982841,604.1853935938922
-73.42995640947302,549.4920463697995,382.2001088077275
-41.17979192597263,699.8198226977879,708.580666922541
-78.16112697203056,538.6225231107428,366.8859251567354
-30.60772373449082,608.9513860140878,797.3321340420106
-78.49394133538195,600.9411459768547,408.8437103391441
-32.1579955975288,555.4200145100732,695.6805852104338
-74.55715568490356,575.605086701271,398.1098604653672
-56.385055454314994,639.58262853341,512.007998984758
-79.64823980596502,571.4839803383194,387.2932502074646
-33.68982823676994,535.044491585304,643.0474781144203
-57.69271422006604,598.6247423870728,472.1794278516269
-78.46512678095495,410.652710611516,279.41170234588503
-56.15489220850744,432.75816250131334,347.3683025925482
-61.46993190676312,437.6279140062353,332.07721270769684
-64.78743444923086,527.730299064414,388.8660471826332
-52.72705323838866,661.5325719553177,554.2148139557373
-61.377904004203174,592.9883793300467,450.3603898283563
-59.21571559615501,691.7855436391028,536.8294666275399
-75.05790052454944,411.9822908162658,284.2668071079423
-32.272319017072896,616.6021134575565,769.8712539670643
-44.04815947961151,494.2604672170746,473.9315797281186
-77.52057420382793,406.9856309233093,277.88925867968254
-74.51318919454582,647.7780069802941,448.1224597572423
-52.782837639285646,448.80806302880677,375.72152120524714
-61.00662989007684,464.2224729287201,353.824409601394
-43.86905914905663,502.13975759515745,483.050136416535
-39.40605798618807,636.5071350582609,668.4466396581751
-53.18492024699911,587.3771737514029,489.1302195480069
-47.667611401302636,479.45834075409664,432.382366157359
-59.1828055925436,450.54680149761685,349.7465856541749
-33.88673184824924,432.8644711005595,517.5765770314633
-78.71974038330833,444.9449718909282,302.4731236130662
-79.31053722398013,660.4435459233666,448.07110850429905
-64.90808570098726,676.8050119448058,498.22114102626585
-56.80481831720602,690.3873422816714,550.0149749952704
-45.476380814316386,650.4195653434654,608.1858184479277
-70.68975098534743,666.217097507005,470.6210161533668
-64.23655862769397,644.8310501390276,477.3363703450416
-38.130846967244565,687.4167307138091,742.1990472805645
-75.54635922469213,653.6952824633079,450.04068254590186
-71.12686214615846,538.6008044853808,379.4685245010424
-77.4899956645962,496.9762943073858,339.3749005448558
-66.28597541941801,575.2635666554698,418.87729248450376
-60.6707597967895,582.4549983422968,445.3942277947159
-50.912151814530944,572.4743616739341,491.7023127695401
-76.63642416770065,612.0179028162898,419.36713545118414
-73.30319447502042,609.6929736700718,424.3533498913331
-32.26093350530947,426.1582851774632,532.2561908426763
-31.3183487248626,485.65673552422857,622.8851296530551
-48.82316834390248,666.9580562245769,590.7397521897434
-70.52766653909165,577.0105162110946,408.0108506695353
-79.36380646574722,498.5574094574208,338.18192633344063
-37.52084455517641,655.1375948749229,717.114170358282
-59.70653576760675,474.7126856936628,366.52265765469826
-49.04454283155108,522.7599593128692,461.46410765898395
-78.49571989073016,482.8764315016204,328.5176024791859
-72.10594615678544,661.4049771356799,463.3506379249038
-71.91643523555689,618.4866060401293,433.74954534592484
-53.434657989748516,538.0676933949609,446.6155739784081
-50.74097511688326,679.6902497416488,585.213669811519
-43.670353596535314,678.2334341629949,654.815684220186
-32.81877483254635,613.4575078487336,754.5830844229419
-73.23611881275266,667.5980899748067,464.81952074780986
-70.64505045650388,615.8179364257223,435.1377364684719
-79.98588366430653,588.4635602627253,398.3783582516757
-79.83184185369527,526.2349053779523,356.42126904891273
-57.771585280131376,482.04092863144325,379.89086306951566
-68.44937075902553,418.0772076051296,299.66684449233907
-77.23828649412141,640.2609914520403,437.65189659419553
-72.48236953387058,436.64892425029313,305.25570686802996
-42.36740508715988,523.104772197942,517.5036902605494
-52.52720676550467,470.39026427359823,395.1320408532954
-36.45797075757475,536.3878897210723,601.770604068518
-77.70255136293612,494.4951476402258,337.4051733387952
-60.308731722544,648.9081538764766,497.98773404676336
-41.43214027517314,693.4535683719466,698.6242202456482
-63.58503422029283,682.4664327300663,508.01681795400856
-60.90641202289479,586.7109756321715,447.6181324945514
-47.90813590164203,693.7829642508045,623.2853131995156
-35.67787960998145,520.2167974737765,594.6412211128661
-63.57865977963998,556.7462331846253,414.4556705231765
-56.01538504518966,477.0549496327748,383.5520404483316
-68.61591958678196,669.3947596448877,479.2565551304016
-56.008175055599665,453.91273634078806,364.9766714538156
-72.609075015927,583.1462419968877,407.38675449036526
-57.595341938724275,639.8362356061505,505.2296479861491
-58.04689857676931,578.6196240480199,454.63146167221214
-73.83268013291726,423.63256536090995,294.0506307253665
-50.174143310619854,583.4340636247433,506.45675848414476
-36.70076142253204,630.1237966334476,702.9072383120032
-31.43913381566695,456.3484476558851,583.275833108319
-67.75686278368096,621.0858567865442,447.3461184753992
-61.01547756767323,663.5733124221179,505.7237897736929
-65.20398840496118,695.9375484165826,511.0761779209565
-40.64820807544554,523.0177791352842,535.265047670764
