angle_deg,period_nm
-63.45509875736754,409.843886015869
-76.82208248569881,377.29476575445346
-64.45088391421689,406.5035820279322
-63.74083389866264,408.51647804521565
-43.519691083096795,532.5958845596804
-48.12212643223934,492.28127147017057
-35.63936287118367,629.4790222400093
-56.389253741902536,440.52817199258527
-74.02028770308492,381.86563122525314
-44.33776063885025,524.6311087665231
-41.96074756915513,549.2909079301594
-51.936140121525185,466.13538508238764
-41.45164100227195,553.4956095450017
-55.310220181780466,446.9187294551047
-53.8633585309003,454.161338839591
-58.62294908207252,429.1143956975501
-78.72904366279523,374.4953039715853
-74.60542865033477,381.10225359603686
-78.42854071566329,374.261309649742
-48.17947943681098,491.76554659228424
-64.28220094618366,406.9111623349551
-54.57146544176486,450.3081528428243
-34.62167630369535,646.1883453093333
-67.53538854255625,397.00206116816383
-59.480853848218516,425.6775393840612
-42.22244307284757,546.4435751339016
-68.56009172541887,393.8025269138271
-76.15100450856035,378.0341429515005
-65.5124273543116,402.7916730054181
-71.93893563729978,385.8361545212946
-33.515117382871345,663.9869399926105
-39.59398102177915,575.2729107637715
-48.32981217447883,490.67742612768956
-36.42697049061412,618.3246880365509
-39.81639615504427,572.2021390893876
-70.67149705569821,388.28010750799035
-35.372050075501114,634.7466870693194
-53.03288790421746,459.36673427416105
-39.627992241796875,573.5213584943065
-35.19543500382534,635.8089069435803
-64.09982625140681,406.8697065135115
-74.49740377361616,380.1485129125333
-68.60324187290291,392.5734285179364
-58.644610568687185,429.31527204403363
-39.09926170387534,580.7322203343599
-36.963470837182825,609.8206206420837
-79.65239347344047,372.1229468992363
-54.462634871121715,450.6335935940094
-59.12944984256105,427.0094999395601
-68.89460947646349,393.62165679628237
-74.00673163331587,381.96861317038775
-63.1192414298186,411.40743969415945
-32.85451480437404,675.6528729305448
-63.839853398962234,409.32359914273314
-54.060468912831695,452.1745844110975
-44.84905205524111,519.1867824367147
-61.8185198810353,415.94348874404017
-31.410895863951964,705.1284199140514
-31.877635252894436,694.1633787955575
-67.4108852087318,397.0606990385464
-55.13757470538073,446.22298174687353
-64.95608450916151,405.0995060651173
-65.75797528112662,402.5097987922181
-78.15565263227336,374.938887813609
-49.52178330100516,481.7387651979891
-54.86604883855692,448.03567645494036
-77.42606243750053,375.1911479988302
-66.06767678816942,401.18959480716984
-34.58670570166731,645.2369428928102
-68.02190546665138,394.9361383679249
-72.75525639543885,383.7625347609213
-55.527361986121846,444.5521921539514
-30.717477294469965,717.4347911459689
-67.89723642442497,395.93474980619726
-46.393222629706074,506.42255454108266
-41.91901923356412,548.6786515745097
-68.11812280038002,395.206765103975
-43.58918256940702,531.2722848549288
-61.610843364037336,416.83436565833125
-48.38470847032103,490.5185264101011
-48.32351446195527,490.17283750541907
-53.211265796262076,458.3032392418052
-75.48551149727959,378.42104874702085
-38.2348752205381,592.515280243529
-63.960996751413205,408.5648163146823
-70.67407448000729,388.9212898067349
-77.9612429222618,374.92508132090927
-50.455352840587906,475.32111611234745
-46.12178190788588,509.16567641165614
-79.1706085536072,373.56690823387623
-54.39534708503595,450.695974644301
-68.6752112401031,393.30310324904417
-47.74136047952751,494.3906632630162
-71.28167854975042,387.20321066901687
-45.453113094876706,514.4497887309269
-60.66323268497313,421.08533787658547
-33.163500563163275,670.5268034688329
-73.12395279270034,383.67900906162566
-62.94668244748708,411.4278970180428
-74.32632393797054,381.2608018056638
-33.76531908607186,659.3696679933947
-36.13303233095095,622.3085986230102
-67.10291861424221,397.448666385333
-47.000797698291045,501.4647778639622
-39.13888998993921,579.7489710056057
-52.239959420026885,463.6692820188467
-53.51747108219968,456.2322153346771
-67.90738545497742,395.51553505838666
-75.34486160970503,378.59878439866606
-35.139212102333666,637.5941601096333
-34.97909714183348,639.5309374342985
-48.34492713633661,490.50720690518045
-63.048510447564965,411.3595490699925
-62.53952126936696,414.31463798342
-43.702216056488034,531.3129343532063
-35.14448700237114,637.7123469138086
-35.645678786744135,629.4519644072441
-41.00622270711881,558.916019466218
-47.89841769228561,493.0042340806407
-75.79300175024756,377.9780212774254
-71.9185642952693,385.52930274242846
-35.072290573646036,636.9181147472005
-49.678547017020506,480.3643002060219
-79.54014741916852,372.12418592188135
-74.9264228566984,379.7176886967656
-46.82491154459721,503.20018263789007
-79.74692080768907,373.0293398397445
-71.95959742912507,385.7845500346611
-52.563310531670695,461.33708624518516
-45.40524011536534,513.9211464135681
-47.40193702486997,497.23210389005595
-68.786534526972,392.8192839902412
-44.3910389326232,523.6793934171704
-68.13754562516,395.0175695206269
-63.73001509203661,408.4836444534897
-42.67542974409879,541.1137560427619
-47.51835504763927,497.0638876216204
-37.5388294752911,601.7908541497533
-47.11935538498283,500.9530254162771
-51.58456983322642,467.41760353990577
-75.31626160859537,379.2051317543745
-61.61420984702832,416.771428764976
-66.73988161591373,398.9722615454886
-67.80051783104582,396.3727902419333
-31.349472262377724,705.3997941833152
-60.34511376666198,421.531203233243
-35.397672241144335,632.8892620261524
-48.443068700136855,490.1393483355593
-40.25943482291758,567.2212950499994
-54.8681453447404,448.60327525604686
-51.154805768682046,470.91589895080756
-55.374115309056805,446.40618106175043
-70.23785061009778,389.01697589452107
-43.87739423692474,528.9460757814306
-65.96138187795721,401.12245683522553
-78.78420167842731,374.03159217156923
-47.72638520464161,494.7336760917474
-71.14446602964756,387.593275519965
-32.97707078235428,673.2195195691215
-32.303571149870635,685.6175596614535
-34.256780488977576,650.4432389903905
-61.49206498722778,417.06482251076824
-79.22716917355663,373.64951786170013
-33.584071870613734,662.8415755788908
-58.590792584134284,429.8898379138457
-31.667259047816522,699.5947874445365
-31.819001145537356,695.6320340423632
-37.349527226632,604.0487828964908
-65.27755539652071,403.85341296616195
-60.74511356990374,420.0415745502265
-37.443166424157155,602.7915756737374
-64.15389974218611,406.8025236955994
-71.52536266569538,386.9480404983469
-52.159936877082494,464.1166865830115
-33.19226129196095,669.8936924803216
-45.19851016625135,516.2223490617397
-51.49694149553175,468.7429947875437
-75.14117531146158,379.0629183602088
-49.249638665041516,483.9409246297469
-30.49730749478684,723.1331530832019
-72.9957992381738,383.73210639270127
-54.08351738181317,452.7359529484497
-36.13134640360223,620.7506200108513
-42.96156911228978,539.6330153225207
-45.1492129502366,518.1027648225604
-44.87579580064454,520.0482795143231
-62.02544243901224,414.86498605119345
-65.32040778677533,403.48011794099335
-39.53194222607432,575.7464790613511
-39.49433026604096,577.2468655000059
-36.64638407099481,614.472311487061
-34.33797237217644,649.5238555279146
-54.43288005695311,450.5513007879621
-54.92418526564002,448.5351846862706
-40.08524105166124,570.3342368414396
-47.50180346111174,498.0710042519148
-44.901656137114834,519.8305430703778
-40.210366528194946,567.8072833511511
-35.49973290912168,629.3759942973254
-63.10024215742321,411.275908187341
-61.220852368002795,418.33832975240495
-75.30090300795655,379.12612735536936
-51.0859929501913,471.2650386354348
-78.2028863101629,374.08184352891107
-56.72009909337699,438.8410187471605
-52.86776826462117,460.208247308965
-65.67293739358578,402.6704483588359
-50.458336971549464,475.9231081990169
-78.47498750304753,374.4377240141995
-78.13259056253928,374.52129641732165
-38.86997196701709,584.2366528643995
-61.99046792943686,415.3502741544068
-73.64697436740576,382.16665824257507
-53.88783699725978,454.32439319657124
-41.500322345069456,553.7115069353856
-69.20894862515784,393.02147490750883
-48.85547620904998,487.98163421276905
-75.7326267503116,378.3661101339944
-77.41591394156961,374.25039273775195
-53.432268421592596,457.0985974061932
-52.968243919494675,459.0601120327021
-48.12850492508967,492.0108600377167
-43.69543331386692,530.5550374602057
-31.20739602687327,707.3468998093609
-54.18498258494023,452.4434920602599
-63.852176352937704,407.8324213146654
-40.240690261564815,566.9837877178206
-66.45838743689629,400.09206149772564
-58.0514289647182,432.3924055202014
-76.0771809328867,378.00748269284173
-78.73246282922713,373.5786199828554
-31.867579266103746,693.8204665473459
-38.20099397438971,592.6064786274584
-45.201289695315104,516.856746477069
-59.55235277928651,425.953501709644
-71.33528399645772,386.22865533426796
-72.1781478664457,385.0638964735129
-67.48785509177023,396.3830419470599
-52.53866676469397,461.1708884121905
-44.27020386499688,525.785970993744
-46.990131164113436,501.7070433280198
-66.00330515270286,401.53671092193343
-32.256735966840296,687.6424777420987
-43.10515416521157,536.3231516431343
-52.282297374429966,463.32746385225494
-49.41396268828239,483.87364424008166
-59.019996878610506,427.57046581147745
-67.61345052494212,396.84419247803817
-62.20136606743692,414.50631172269493
-42.107694476781546,545.8234762861201
-79.28032556851221,372.4160071611534
-74.1963679746542,380.8502326420014
-77.69986789891236,375.67755068558296
-77.96355988405149,375.20451399151113
-37.22697079944964,606.6406649387242
-44.81710703099882,519.6946992940742
-56.29130854563374,441.48626253292645
-75.10829196744993,379.043706534823
-55.41920624415838,445.4425144351424
-56.32641146097171,440.589466034122
-71.33990650449924,386.9432198475542
-58.30741753810135,431.5036892986479
-60.07476328013133,422.7735180234351
-49.20749509738918,483.66296439784117
-48.24531745661781,491.51815946543496
-77.73479951139777,375.0813778840782
-61.26936926867644,419.55699227722585
-48.707004214288176,488.3439854902568
-54.84318707099561,448.29491128127717
-37.175507940583884,606.1633948714536
-47.06531841905275,499.879622719496
-71.85327864592851,385.46287576090884
-76.47156262997851,377.1739033602994
-47.87903608968422,495.0450679121853
-78.6744344729189,374.3679718145777
-50.71122093632684,473.8599669954682
-32.98848792875212,673.2195068733639
-51.22629110620605,470.43775941304284
-60.5915036896739,420.6856258950074
-47.83558907788234,495.52885225971755
-57.08735547542417,436.6852999369445
-52.719160534203255,460.78425021808505
-32.92675956117374,673.0624110410324
-60.69486810996129,420.394855697246
-31.94047180880429,693.6618074983372
-34.73246790219682,642.8752583268279
-70.21044326053519,389.3876666772594
-76.53193495624173,377.33405741124403
-74.96109993112867,379.10978017939317
-79.08890871742251,373.8122719001082
-75.27785196220358,378.91136309576535
-45.849661329182155,510.8247096290882
-76.44056757698856,376.7557994706724
-64.05121848531194,407.9305758782414
-37.75623445152727,600.3048033695751
-78.83640321320871,374.0304838389805
-39.27657587055321,578.692676398291
-65.90726126133,402.1127430233902
-74.09175861891718,381.1477894600866
-45.163141731792464,517.7854842346013
-48.5528576610058,489.5661055253452
-36.126399323647355,620.0932800561989
-43.24644780980571,534.6347655664073
-39.82595348075757,573.0479502047226
-65.89827137143467,401.7457200084116
-71.12802281101386,387.1003853347506
-42.46926241795708,542.7092580559859
-39.6582630366368,573.4308922831624
-30.474742899966337,722.9185153511559
-59.369116154428674,427.0669677275777
-61.39909571036084,417.96364734673466
-41.17935196290016,558.1100026460018
-62.959822987349106,412.03005969910083
-33.462133719821765,665.6744474435627
-37.07936240784941,609.3513087547262
-58.55029863124908,429.9679178289039
-42.45644661042513,543.0843808262974
-42.272856295765884,545.6608013254579
-74.84380655820337,380.43244724303986
-34.872354666021664,640.9980361353473
-54.73738137760714,448.7392742345649
-38.677126694612916,586.8128685148592
-63.99751994846942,408.30187842953904
-35.22383857518997,636.229119464837
-60.53991606329184,420.51807271787663
-79.45811742598508,373.6746821448205
-34.73090117903682,643.1751435752828
-75.43566616069332,378.7399456823048
-64.03431812047926,407.4668413778716
-32.49690164745975,684.324460954022
-32.46964265312219,683.1584224351157
-51.328105593835694,469.2420552959228
-48.40813939151003,490.69015643093286
-57.57772390108401,434.71175239112915
-65.33946141509678,403.3885823869425
-63.5667727315042,409.82003514432495
-46.37407719614808,506.1257321239213
-42.381273528116,543.6984667737239
-40.421047813707574,564.3581225293328
-40.51909286027231,563.6146315976063
-75.43969484756548,379.51823416335634
-55.27898476487093,446.83392515869673
-77.12206199916778,376.1521111005371
-52.52355588381322,462.7958220440141
-57.92347493133115,432.6576790856054
-35.61479086208501,629.4980867007043
-62.45424937239606,413.56878143558845
-74.14664917861971,381.11701223451104
-72.8504158973582,383.64532589834073
-41.92446841412639,549.4061468366737
-49.08909683418695,485.2556722564663
-74.94386619386049,379.9716557744078
-75.79465969425013,378.6221657725397
-44.951543427044,519.1855393802289
-76.36184968179032,376.9389908560153
-38.90699703548219,583.0202968487866
-44.68788864217519,521.4704883962929
-75.932560967905,377.9381220283149
-75.7581142957404,378.3262807087671
-30.66802107494123,718.8540157448506
-61.28646021219399,419.1565440619649
-61.46789264665546,416.7993740157105
-39.36002163712487,577.0137315247453
-32.63757113080707,680.0905412336818
-30.699946808856453,717.9204828556379
-42.33109073705292,544.6615104499016
-61.18702072345421,418.7192345185428
-75.82496416506656,378.667108155784
-41.14265420362816,556.4583555197626
-52.07978751320975,464.54267033599893
-58.78889953765119,428.90140336101416
-34.6822807452632,644.8732742827254
-74.44012588469243,381.4508523848395
-55.36874478545704,446.0443346639414
-79.43231776162905,372.97183787813657
-56.56696790029369,438.977645682846
-77.18483621590813,375.8212090487303
-74.0591041865964,381.1045177274615
-74.12368766114476,381.4578222947429
-47.539484894196825,497.13928681440575
-42.69775603672883,539.986211578384
-50.83156174514202,472.7336104311774
-31.891372576272907,694.6453626248765
-61.2564710238148,418.34343908141676
-65.71439568590696,402.4931392709475
-36.570043590526986,615.6494834619069
-68.82020807402736,393.86832278824454
-31.838873027969434,695.2241971172703
-79.39227626550918,372.8977450540036
-31.506058664618045,700.9927188311577
-77.84200440247119,375.1731141064386
-35.442844315096444,630.7599717028388
-53.614944545685006,455.37513603629435
-30.35176019403498,725.4815467567684
-76.31017176323006,376.8728856854814
-52.30728577993396,462.9416224635308
-31.534873219045053,701.62774779913
-53.84510779149256,454.2232970865335
-48.53006809323688,489.39323171240534
-45.21256555076914,516.7901135882474
-57.27294676161134,435.89680521537804
-48.622095995796826,489.2577219217304
-50.78428440384499,473.3164719112199
-34.942099475450554,639.2545545376862
-77.72768098292711,375.8532361037787
-65.95184052038849,401.6657361979347
-32.479425796172066,682.4075301482119
-35.48681080545418,630.8308113870429
-57.217162360714354,436.3021971001945
-48.99337010992316,485.830042926873
-66.13094085094336,401.5908746377704
-70.59394201381194,388.6181923501779
-56.81507975300089,437.7535555327634
-62.332388598697364,414.376484918724
-50.8171944074564,473.47410566886145
-76.11326815175076,377.7699326569144
-31.280259616691673,706.658737675331
-30.68946277601986,718.385160337265
-45.09191429901274,517.8361925980797
-53.19518168279398,458.47701298315246
-64.52361918568361,406.41461909869054
-39.31024901465257,578.6794613882514
-45.76344137230603,512.463572987106
-71.86915303275543,384.91102776356234
-34.453640775307875,649.4495549616972
-38.87313785384155,583.2413054079028
-32.5100043354038,681.8101611227158
-43.714024580582,530.564648399868
-49.3292402032105,483.3604409746592
-59.087848185469056,427.80247114169885
-33.36357583229934,666.0221132112858
-36.69680552497958,613.7454546834277
-77.73906649469053,375.00837161887694
-78.6816512751374,374.0494521249697
-61.17683165609752,418.48873043894474
-39.47233346090835,576.8405561797076
-30.636193534252776,719.1440045235844
-72.47915544482359,384.30868825550783
-50.29346423239325,476.7441542006645
-60.95545716844892,419.8064928073071
-31.504280109269843,701.2509850080211
-37.894053843214564,596.460675490652
-38.08356476444311,594.8209849391718
-56.565342010251484,439.36282577091873
-59.25902488311674,426.96539879007776
-66.3296464034647,399.9851083856319
-77.18122516745365,375.36965460503507
-36.76388118724734,612.2970409318185
-39.35494954349612,577.7835293116813
-30.014116335693473,732.9627953136826
-30.168158146304734,729.1628191144831
-52.228414719868624,464.209315303348
-41.55062924097447,552.6476394574207
-32.761713505878596,677.6758372083228
-37.517630466129425,602.1693602801785
-67.63259491284012,396.5754261857002
-57.47279323449533,434.8737637849527
-73.54202924242526,382.52684730862217
-32.29744863706388,685.6912599558573
-49.691268277456,481.5032142272663
-68.56785972482686,393.81161975542125
-46.41496577970717,505.5356816668758
-49.09358797710521,485.24112020886054
-62.09186409835797,414.5693207881625
-74.32212039001855,381.0885866582997
-46.42134022036002,507.26437699329756
-53.98461495481034,452.95681512243664
-41.38408041321804,554.8126424651438
-53.991824944400335,452.4761964177293
-37.390924984072996,604.0890822170579
-52.404658061275725,462.3548655758895
-51.95310142323069,465.31366740378525
-36.167319867082746,620.6316666358305
-59.825856689380146,424.446954890466
-73.29923857746796,383.19989035569154
-78.56086618433305,374.1065142706222
-42.24313721631905,544.9377096513368
-48.98452243232677,486.72466096977325
-44.79601159503882,520.0105207513423
-69.35179192455446,390.9898720087331
-73.1814262206615,383.22698939983576
-79.2727667166059,372.7760543152237
-62.47062205967015,413.89257422756936
-50.50411565726834,474.9786657165188
-60.38779774501339,422.0064049116094
-58.126253898813545,432.3770727387336
-34.79206527531258,641.8217994333809
-62.587226648834985,412.81275858813774
-54.30052554200946,451.47634689762566
-40.81734936294285,561.8152692954984
-60.172860883936494,422.37764491915163
-48.89566498860633,486.3198968261757
-36.88181456266274,611.2338144504937
-32.5239688171179,681.583545212075
-72.6463259535481,384.21119356602145
-33.67061874192528,660.3283961941025
-55.39418534602309,446.46832828481666
-67.08778058505209,397.53724232419773
-57.04321218808693,436.84536996336635
-30.998371235726147,711.9320348869812
-55.36909530035652,446.4688980548392
-63.56241948562459,408.9487822690736
-48.32995728416371,491.8352887288604
-67.99271906109034,395.7824977334575
-76.2068335945668,377.7117810319783
-73.55601390446753,381.9276445491969
-73.59770805211137,382.4403839863456
-72.40486532438528,384.3842921257989
-73.05864136752949,383.7860846052256
-47.95626275983927,493.2587226980371
-70.90599578004276,387.97006653804533
-62.71663583380684,412.3352083166541
-35.160579504699406,636.0890376222377
-56.30191798685638,441.04630603468024
-46.62211307394864,504.7370876169265
-71.38400643991851,387.37783490358885
-70.38554905956646,388.5611552887486
-77.95656918667606,375.31771031391577
-71.55324684639177,387.49557983174793
-66.07048304840207,400.9660548897806
-71.14947578616265,388.1817962569356
-75.56487331214721,378.5198516526959
-73.96820644496997,380.9803088029077
-56.96106159836371,437.25933237417865
-69.68331407971037,391.40089593821153
-61.78650694759622,415.7542010474479
-54.82913645725716,448.28669147360284
-45.48025856853174,514.5578049228038
-78.03439300794506,374.81160994840616
-40.02948005454787,570.4158621177951
-48.60498052545461,488.89528849803384
-75.91204840255641,378.218111359633
-36.32106879466114,618.7781212080847
-33.95637997340934,656.6001761836533
-76.94610200725681,376.04435965839906
-66.15611759263982,401.3983064398927
-39.68993601034693,573.7791387824324
-42.58701548081708,542.4495663679126
-70.77394903218114,388.23408960935717
-69.53253383316448,391.45279821441676
-61.4763948604309,417.1143270229721
-55.773850740448935,443.01345072092806
-49.0872614234852,484.3497467209951
-61.55431802151138,416.57295106708494
-56.87326419334261,437.68805351015
-42.62645309331217,541.5472932152385
-78.16583985547011,375.0078204975888
-67.37815278279896,397.0508813654222
-44.33252070577238,524.2302017062252
-35.23965811564003,634.5564678227945
-54.41612789421669,451.0742205819518
-53.39432573673422,457.39020213244777
-74.6413994330112,380.72791155462414
-57.62938165882727,434.43742615707
-53.36913667724885,457.1994269052121
-67.87647481826352,396.4803607770434
-66.53783845253095,399.8464507087135
-61.13579184476887,418.9514936232597
-78.99644011111369,373.41414311205807
-63.89604172084108,407.75991144366196
-69.42759965017277,391.37428655732833
-63.625132391104266,409.26505426807046
-74.01189340903744,381.4436164380721
-35.47363596300525,633.0433639685932
-50.32037732229757,476.46017923698446
-46.04488404277552,509.9419255455335
-40.54143806963309,563.8590205846317
-55.07789005354714,447.0527065017422
-75.65398559562881,377.96544002979914
-53.14467290907261,457.9057789608525
-50.657944098956044,474.3621788280475
-42.728026290783504,540.3966569844246
-58.41702268851603,430.8251185302881
-73.62098486022181,382.2456809275179
-65.81120471006378,401.81684717490515
-61.845885180068244,416.7653846276509
-47.704137933419936,495.6635096991429
-51.46108476655441,469.3173902329977
-62.19516370510769,414.3610144207513
-30.674237560351017,719.2440713568303
-49.71125903215564,481.1341710140301
-68.13866041320027,395.1599693779244
-74.91087636897981,378.8658692062937
-72.3570430407834,384.7715908287178
-67.7021135807746,396.7881812834706
-71.96593133702221,385.81411954018523
-70.67164879743471,388.74061537032225
-65.74524156530765,401.47412443812595
-71.33132023526225,386.7512642299175
-35.16172876867874,636.961591677589
-75.98831271691789,378.0659801792666
-53.77443052148727,455.08065436827656
-59.48015865051693,425.57562626954217
-30.88106915456968,714.6808677194517
-74.39805489159738,380.7001631758956
-60.107220047712914,422.51658011128546
-31.526478336231555,699.645745662228
-36.724643705300984,613.4500667302416
-39.146396452536,580.9094120858675
-67.104858647753,397.777554802918
-71.45562063049671,386.1213163500332
-46.56783900377845,505.23710749813404
-33.53120054362071,663.6045194115089
-52.16185534930351,464.5423781158535
-51.419365526505004,469.91869693320433
-66.0010453169858,400.50388337782294
-41.52535334040316,552.6953389833487
-70.64781257212383,388.54274997597406
-63.81603817978782,409.1904400749569
-58.728178069179165,428.2912825694108
-54.61948106577725,450.5891679713176
-67.87951337924599,395.8536659228918
-74.25815876303983,380.91823168337874
-49.46899787791837,482.3260322288537
-65.56847233798722,402.55280873919827
-50.93808892886939,472.72026736719147
-72.28186423628989,384.51423206673803
-55.94299490725913,442.73001338910325
-53.37052837242071,456.7238879879489
-77.40882315887866,375.4158399421337
-63.16978609030397,411.9635899135732
-73.27926615305128,383.0147795040173
-76.83125147636162,376.80012682399376
-30.501988380502738,723.2206526630387
-63.88230775126385,407.78360144123803
-39.506277707268254,577.3823875582973
-67.2679672618118,396.5498369262933
-45.924863888803536,509.98105628621306
-41.988607005515675,547.8441939547027
-50.218062969607786,477.4066234588586
-56.42119057249208,440.20583691152996
-59.407954292636575,425.88301297266463
-62.55658667285023,413.1562089839761
-33.523542787608704,663.2656182995748
-38.469029610613546,588.5270424397028
-31.748654466674374,697.3342273876291
-73.78513882572277,382.1213188309109
-43.45662623981779,533.9413198440936
-33.08297715894811,671.2007853976207
-70.93834669171699,388.20698069272123
-76.67518663166112,376.70382705903125
-42.943967535497045,538.841096449911
-51.2763443410044,470.46201794777687
-37.9085611620864,596.9112313672007
-73.01138116868553,383.26685972045897
-40.23663440700549,568.1884459035823
-69.91863399761277,390.65325082545473
-71.81720285671477,385.6740349150531
-71.78671010345036,385.49317759706787
-39.271263988430896,579.091798828
-46.74013896518999,504.2509969492474
-53.846728761544036,454.62976979108544
-62.058475793824876,414.5889977703746
-36.13997295934459,620.9958985827745
-60.37774462886823,422.33151129563737
-39.17002802642114,579.8550440504671
-58.04325457148908,432.3817696302555
-61.152778528754624,418.3546847234023
-56.86601071651968,438.57409595408996
-64.9311062917929,404.4872992100202
-42.619530991187446,542.1227921712342
-54.86398049537604,448.4468042779006
-68.38936524265914,394.48846542136073
-35.021271336271575,637.6662269926496
-60.80543893133943,419.097573588315
-52.822356944300566,460.0922940664829
-34.67639445177265,644.6316155896698
-48.78810020430039,486.85997832601805
-74.1550979645818,380.7337173981247
-33.008393819326244,673.4548503704931
-48.61459734642911,488.9818161442254
-63.254719267145695,410.53705203216083
-73.03639636683064,383.64502512147885
-40.2987405364852,566.2514013262763
-48.99636220357432,485.6919782743696
-53.32694540118392,457.91142887320825
-35.30537084745212,634.4870492686057
-40.57013943877346,563.8455523426741
-72.41625601336244,385.52530350716916
-64.4138966102226,405.96344678042317
-67.57554300927671,396.9767693354564
-42.80268537136615,540.5297041303135
-78.32337826321103,374.29337688702896
-51.50551575643418,468.8856914960728
-41.877065712965475,548.7455023403563
-36.161718161912525,620.9722895407999
-62.89591256420462,412.0601403075745
-38.93713476639936,583.8958695010449
-74.46841315223963,380.99030750105777
-37.67738541327409,600.8399318535203
-73.62556688340088,382.1416524290743
-60.13563547198164,423.3181762379018
-40.13523171102232,568.638913014472
-72.5041286325613,384.79875627673135
-68.53743023836793,394.06873383220034
-43.88737158034669,529.1507937585359
-43.99817317269628,528.0783769919112
-47.942618355735135,493.05176651157257
-45.302577776645,515.2482476824594
-52.86377783262019,459.98889902433547
-67.41004705465237,396.46580979916746
-62.71520032480403,412.9125581010756
-70.92011415992872,388.31903807173677
-34.577471933318584,646.297214044259
-50.83041026169398,472.4172714275327
-59.957429161818006,424.15660306929146
-56.899709817793365,438.5897672704064
-32.63583301940923,679.9967715393377
-72.33242984419599,385.01364216948195
-50.68850839916014,474.00077546520043
-54.7055660557767,449.4780162205242
-49.427288228267614,482.66445419250505
-79.09449080895797,373.3973529120339
-36.393804552792425,618.5387883929109
-33.39408587581938,667.7513793154886
-51.74334082053956,466.29182031684564
-45.16745880615539,516.9823634203518
-33.875030941135215,657.059159920856
-44.63806828433007,522.6826498332823
-72.37304785428694,384.5042822942568
-51.18558199165934,469.9008837324387
-49.6642476808572,481.32980952047376
-58.7934664348807,429.4446646451625
-43.17778821876386,536.2107918645942
-33.281649261549255,668.315905161266
-33.721574354661186,660.7432711651854
-57.458031429793394,435.57113143396947
-74.33809770796223,380.47251435446145
-30.757940051883274,716.8887875833315
-38.05509567770329,594.5642728073414
-73.76686593983666,381.44586246925047
-33.95790586913138,656.20654391248
-36.50518189689359,617.0375127488942
-54.05809714369639,453.14812015612665
-50.436228212753534,475.9310360482821
-60.04986480649349,423.23970843896274
-77.26191805889843,376.1154272660174
-63.240137917704956,410.3175262575696
-39.85732757009943,571.9546137424289
-79.76839884976985,372.6632379487839
-63.32504141544279,410.4539931527306
-60.09156532045283,423.1358862996418
-53.13021985310385,458.2692248188946
-34.007219179361975,655.337047171017
