Wavelength_nm,Target_Angle,Period_nm
663.2416040581159,-61.4471423389942,503.3844244833008
641.0442791154546,-66.75355219019428,465.1235948155577
453.2318631339168,-44.101728628565326,434.1710200840132
642.0504217801792,-67.53073758204292,463.19738354372413
523.7853030734279,-79.52525710003366,355.10802580453793
632.9238882225991,-48.60090428963916,562.5078802936144
679.2271976810694,-47.040177012650894,618.7462209076634
528.6982082125055,-72.9206375921506,368.7267401315134
626.3628622254047,-67.54355338957487,451.8380472305867
670.7658720038701,-35.15619344179663,776.6090886476754
647.9372398323225,-55.26261862239286,525.6420542920295
668.6569685488602,-46.00248005153058,619.669146842192
403.2512954440895,-49.46008393670816,353.750928577841
427.3860030358401,-75.26909882096318,294.60752952841426
685.0185901152415,-45.965681879520744,635.2261390796409
572.0313664369858,-77.5303573468778,390.5675182087934
534.533656593496,-61.59186060848997,405.14264427563097
498.5993636109748,-44.66053858490323,472.89403601634723
625.7123588313041,-63.62592280385192,465.605084126287
636.8854428383662,-69.57895218629243,453.06358499769095
548.3260914107744,-34.560305152434516,644.3996305400211
564.8586646971207,-32.877938000832216,693.6937882450255
666.3112548274898,-52.07652506866885,563.1203013227332
435.12010492828176,-47.54575062760394,393.1601508137047
628.4531895152417,-37.149584102641796,693.7741076797531
430.3368028368371,-60.91090316581305,328.3016053257181
610.290739437736,-34.20534030574987,723.7444090391695
646.5580177871069,-33.638150318209675,778.1239656494669
424.4046341925699,-65.31211135782482,311.3994240173034
695.9918735503527,-34.241885704259595,824.6038626640386
511.19264412006726,-48.71353978780601,453.534720611312
684.1745732151576,-70.63997836287513,483.45365838956013
626.0134555776825,-79.30005319114355,424.7270460738313
425.0502150096006,-48.81297927654579,376.5351134675213
567.5212749207415,-68.85734579637185,405.65400460949627
671.9063155284208,-51.21110046234881,574.677235792067
547.7875312872577,-35.559874115307565,627.9590044120051
540.5981925982379,-30.567682238370953,708.6710491112583
435.64537488042157,-32.815163784091865,535.9177374505521
594.763090634819,-35.87631233885524,676.5928561822395
575.0106295291479,-67.30224396327117,415.5212063784615
512.4611738571112,-78.10862742372709,349.13317220532963
660.5797384568381,-44.285604314093035,630.7134592527136
688.9667618321835,-41.17979192597263,697.5917396917359
690.9636480122917,-30.60772373449082,904.7151097252741
667.3429341094213,-32.1579955975288,835.8674711187787
697.8894388357901,-56.385055454314994,558.6846157943187
566.1562853203963,-33.68982823676994,680.4394348873786
556.9293532510446,-78.46512678095495,378.93961164055025
608.7246066953851,-61.46993190676312,461.9073971938462
588.267424025219,-52.72705323838866,492.8351751429386
670.3474031472967,-59.21571559615501,520.1933492187227
484.2889568776691,-32.272319017072896,604.6689402719294
667.0791351672749,-77.52057420382793,455.48076459546775
586.039779340461,-52.782837639285646,490.6056185680706
456.4363479171284,-43.86905914905663,439.0842126956095
506.00566840781585,-53.18492024699911,421.3692236287039
423.32039108949544,-59.1828055925436,328.61150257688416
695.8632233438809,-78.71974038330833,473.04708687409664
560.8289099032361,-64.90808570098726,412.8468532016336
644.1385059120846,-45.476380814316386,602.3126075629243
448.7850818034674,-64.23655862769397,332.2132858938522
646.7611728769507,-75.54635922469213,445.26685061715847
617.715852516508,-77.4899956645962,421.8254641399607
525.4729108871857,-60.6707597967895,401.82091670213055
659.8191668501224,-76.63642416770065,452.1215354067544
407.9100923491756,-32.26093350530947,509.4648620280731
643.1659992345499,-48.82316834390248,569.6665921623604
445.12506733105846,-79.36380646574722,301.9376502560556
514.2672569893065,-59.70653576760675,397.06249160180926
652.6356769407126,-78.49571989073016,444.01071142405493
540.6079479384911,-71.91643523555689,379.1326268648404
482.0221215792119,-50.74097511688326,415.02130537686253
659.4167128765159,-32.81877483254635,811.1151803607778
699.9153019858392,-70.64505045650388,494.5610418453602
566.6295116807883,-79.83184185369527,383.7807176412623
683.4297189647284,-68.44937075902553,489.86460775417174
474.2044305229593,-72.48236953387058,331.5102834337061
438.7478245454485,-52.52720676550467,368.55210768510176
581.852390335264,-77.70255136293612,397.0109869743279
601.510205321757,-41.43214027517314,605.9952927335927
507.44881540985216,-60.90641202289479,387.1468244574548
601.4719586778399,-35.67787960998145,687.5210906494561
631.6955175206917,-56.01538504518966,507.88301195414397
655.654450095562,-56.008175055599665,527.1907123577598
568.2813914606159,-57.595341938724275,448.72827043427617
521.0448598637191,-73.83268013291726,361.6661753767864
408.63480289400167,-36.70076142253204,455.8348094691619
586.0928654060394,-67.75686278368096,422.14190766160846
463.8892484526732,-65.20398840496118,340.6666943280109
404.3633997003646,-36.818573779338486,449.83010609341
576.9753060563899,-47.52937794032985,521.4721729426277
531.2424766071188,-49.61220225498661,464.976580926877
504.4766401069901,-75.20793472468742,347.84580295610147
635.095903822343,-55.69947445799054,512.5297089616275
586.626010068362,-49.827139116063506,511.8219466827254
684.8561870972926,-73.11818543733726,477.1324300952098
677.9762875484483,-37.3536740464519,744.9470354214587
477.4733164896875,-54.60581465397691,390.48182614274685
694.0097725856431,-52.95678781191307,579.6591895102537
498.6254830862525,-54.63090469964348,407.6534554781394
472.0436856334579,-61.67004271583629,357.51567335649304
438.6639165731948,-33.7931664054332,525.7900948278186
445.5708080536883,-36.40229194788862,500.54202211082884
592.2624234409643,-36.94135863247051,656.9773352987493
503.70018499715894,-39.09400421995724,532.5134827697157
542.1884920788617,-74.8394204953006,374.4925888211418
451.6959613604889,-63.37788692605136,336.8421922066753
412.2605848799437,-39.61445094043354,431.0421885604609
483.57710170958757,-38.44675315360823,518.4809284035921
426.6107601271167,-38.85052421383734,453.3896782987481
538.2336304098177,-36.03179355503004,609.9993661423575
509.2809583144226,-40.31668592028963,524.7518014449761
607.1184485888095,-55.17086354274284,493.07578004796824
639.8231196727128,-31.965606992054948,805.7057061361437
424.5277095846616,-61.39501947454539,322.3660321815487
676.261720159544,-73.67893120533887,469.7720096486673
483.0632944441611,-33.05389799274319,590.4397211078066
624.4779071150975,-70.31006398965306,442.17254816250903
462.80479700101307,-39.226050967818864,487.8961350069802
545.3568955573064,-48.5236051395691,485.26076053425464
510.6740918709317,-60.9127385765148,389.58354308166446
624.241281440127,-53.12673580665739,520.223993997672
475.7310833032062,-31.834160144529896,601.282759208267
668.5620513061598,-65.66747929422762,489.16036623051224
559.6340455795947,-55.58387210578331,452.2545094216225
534.2237100470364,-35.358600566988805,615.4381123566524
472.7411510904189,-56.63086332275115,377.3728439219663
513.1852489313868,-43.46216154746905,497.36261403919866
496.6237496749535,-31.00355988888632,642.7646510401198
498.24920565337436,-40.572400349827234,510.7039493160446
667.1581842219684,-35.98810659096256,756.9078026696486
603.7306957433468,-59.67962267770243,466.2646457994838
549.5326596787172,-69.45856193036691,391.23003493119336
561.1319625455643,-34.34601440437118,663.0539945316547
623.631842255299,-59.342055901043956,483.30808629491645
438.2740908386691,-51.58297731148397,372.91565576020827
508.9246889195905,-44.18879528993622,486.75898128913605
571.2334914006735,-62.295862066580064,430.1327201456867
695.954574637894,-47.80483629489231,626.257196524581
471.16803752079835,-60.28874096784436,361.6576618237517
445.8577417552996,-35.089123631020186,517.0714601048405
448.2044119778667,-42.29788641922541,443.9962847812406
485.52855060815415,-39.32835120256529,510.7356200238721
669.0296273879276,-38.66867976473774,713.8418175358905
557.3534168710764,-34.01168728308211,664.2727686780254
694.713585072582,-50.51984134948307,600.0459997110296
519.3566797137225,-35.60194510840262,594.7564123272706
659.652137768194,-78.47352166376845,448.81967830258935
477.37084811348194,-70.85360354746399,336.8823399516716
600.5929659773293,-38.54437936950329,642.564682257412
567.0288679041789,-76.46879945637929,388.81162442998004
483.9937280980853,-58.580634473494996,378.10179256508684
456.113124567257,-68.47464665959684,326.87308124585894
527.6309315849251,-46.18396182021218,487.4865670064813
472.7229197245241,-55.38051893422275,382.9530328923274
583.1860127324898,-35.74184123696018,665.5846308052309
574.3714664267836,-44.43152766201279,546.9763880945327
544.3420305564453,-37.718135763710116,593.1808770076511
415.54706104672806,-56.62947162757929,331.72209479368377
440.32440308169225,-46.83021390969603,402.4924236805772
696.9880697169835,-33.168748523638385,849.3017582460765
642.9623337563904,-46.11769224873615,594.703463628039
604.4508166671787,-42.732032738188195,593.8472836826427
578.6916221823533,-68.01139299448432,416.0592624445282
523.5522742441806,-53.57880942750792,433.75917794051185
678.8587432743477,-47.44341332714977,614.3992751825249
689.5080731999537,-71.53097038938645,484.63305949870715
619.2602425610933,-36.21486117427724,698.7639001894968
454.369919849698,-76.91702284105189,310.9854472266352
622.3361947870177,-33.32481336833887,755.1917099872933
652.5486330274816,-58.7236556589956,509.00437290867603
638.580193557967,-36.988618831314476,707.5801892862833
449.09678285971137,-40.08136600238723,464.99388371360186
644.3724160694146,-38.21328989654965,694.452144826068
556.9196274307358,-63.25986103481001,415.74054391804714
663.1601622439325,-47.941524206175124,595.4608537692679
644.9798318414731,-49.62225537113177,564.442372755519
513.0833288274723,-51.95674542851092,434.33102746099036
490.4133622492426,-53.13398928348032,408.65701043356313
550.8161170277438,-67.38046900881255,397.81067395824607
669.8723719823706,-41.61063475734086,672.4967895303022
563.0658583341966,-49.19456106866057,495.9186963493993
587.2713987741977,-75.32360554822735,404.71936110961855
681.9496370840425,-35.8449020354182,776.363448492362
500.47168439712584,-61.38540265357089,380.06904679273885
638.2075567810888,-36.96360363316936,707.577484645708
560.0383275928964,-61.00363779642568,426.86637776843094
636.5791633673592,-74.69462915254789,439.9914260423153
493.51662033866444,-37.58374398663756,539.4328622308967
623.183887771803,-42.424456990723286,615.839199028838
570.966905461395,-31.67662173678897,724.8655086651431
663.0296910285249,-68.12293428703452,476.3218866857232
646.3771914016038,-47.10408743579538,588.2106900085981
653.9356875203555,-35.53158684776036,750.1606489009365
519.1861871681102,-36.37443311659912,583.6244589098973
444.9752282046321,-69.86476828897767,315.9608061341869
616.6757705179199,-41.462569761632075,620.9004125754149
592.3442898655892,-66.00182682730372,432.26156331600237
562.8173330042789,-64.697422223355,415.02795917386675
503.70879805117585,-42.58995294534763,496.2060033243823
672.5351684000884,-39.079885840071285,711.2220968153088
520.255425029092,-59.16958973830602,403.914982161404
684.1850018835446,-53.100290182206635,570.3768295288188
575.8689496050392,-37.66757015580401,628.2535775008309
583.4362706303943,-55.2944339442233,473.133249129312
661.6371726832455,-30.905509191042025,858.7831921819727
569.5399550767627,-76.60591412418063,390.3098105319966
676.7498143531886,-64.8325411938446,498.4887100875062
445.7617128742784,-65.36193171566993,326.9392450004111
582.0145139148567,-58.81441800834066,453.55012217542253
620.9332706874168,-51.2065335651193,531.1143372732514
677.6705538720329,-76.71835073845074,464.1964625628952
433.97141375222657,-52.541968570206606,364.4679089439772
651.6694259337803,-79.24205994811672,442.21847720971624
676.2525647852117,-36.233134060163344,762.7410293128079
555.6514171378217,-73.49481810310641,386.35437955220203
519.700811161039,-59.563771787246466,401.8438958798449
500.5591724937703,-32.73808194110157,617.0606765080375
401.38960690138083,-70.14267242990057,284.5096230563535
519.450608077283,-46.67495858455721,476.0320043132442
675.9566849238281,-56.86978014689615,538.1195863596815
504.0859605688683,-47.31729971829806,457.14661069613464
535.6653822669422,-66.87506240548743,388.31077383141576
535.731854839808,-41.2302411469991,541.893318443715
452.91609595186696,-37.04285101898999,501.2250587498854
525.6776348513644,-54.91838863697399,428.25015565646714
508.71816973498994,-75.742295053405,349.9238719047797
589.6792863758591,-59.029417513902175,458.484983287038
599.0612116050131,-30.65472282941668,783.2965473801133
688.3210952408365,-38.90179834348757,730.7163626685992
524.3872371181071,-37.43313638765565,575.1419190832385
699.0622755537843,-34.26748340393219,827.6984564980125
578.6155051960131,-55.10975051656213,470.2761740655141
624.9881411197533,-33.353823869421376,757.8262969396135
669.4162868322142,-40.49527965477929,687.2306103510416
457.2063161991,-40.25698202410036,471.674715105401
541.6200835329998,-31.827483392404744,684.6892492035232
419.7125918285057,-58.242056663130825,329.07822927249737
535.9866504244083,-68.77638083475053,383.3234835453789
532.2288240814685,-56.219513466379,426.8892756997311
567.8920993924653,-50.0381530437663,493.9444405215215
454.5784391485813,-37.76201229653562,494.8737538524791
683.8346386400898,-73.08928105067587,476.49373786710174
481.22340194306616,-48.66546581398765,427.26068270068305
522.6202513294289,-62.19997716195079,393.8741436569115
446.8457792098571,-31.269317783017243,573.9150436987405
597.6771825730455,-65.79861144236988,436.8457486255129
466.5916485798848,-31.354799625174174,597.8080216989883
601.5678230796185,-41.55373982940357,604.6008972804411
431.23257459537217,-30.98552688771821,558.4233826470848
453.5633986163001,-69.99580426865947,321.7899691032006
471.45483431401794,-62.63730539259374,353.8993054505705
472.95165729983626,-34.97206963796726,550.0937354826575
656.7089404318857,-66.11334659278296,478.8174899371772
519.1550588855364,-71.51099322834958,364.9399224539351
461.4952886247463,-63.40425682853231,344.0704834593099
668.900745556336,-44.65738651305067,634.4508381579254
425.6525592563404,-30.650096175536802,556.6336233232543
407.9596611621459,-40.394312757301364,419.682889913537
574.9124682909077,-39.071771754489866,608.089794321906
667.8015133230924,-51.0712275296249,572.2909814021928
502.5452055093628,-70.87217808692205,354.6080814578168
513.90772245018,-42.971171671564626,502.6260591322032
480.4190922468629,-59.514747125740385,371.6574012799186
522.8234956573722,-61.207445392456705,397.71932573001783
530.837958740595,-57.60235904259901,419.12948207192267
684.5359920886469,-44.723287977095886,648.5263549889248
442.0339527299358,-68.18028970798804,317.4306637560787
546.2293594748542,-73.42339879489563,379.9436827666593
639.9565767841946,-74.72761134470457,442.2562314112891
406.7407924960352,-51.260675223461675,347.64121707542756
562.49026439826,-43.4338679692473,545.4317173715158
477.3663056299607,-61.673910991307366,361.5337522280934
650.4790710397897,-36.96780370364121,721.1126102897464
557.7070546908058,-79.22010903517761,378.4838241131992
481.6921979558107,-38.583964292415175,514.908279554383
674.2896419681497,-30.919533827373336,874.8479786261054
572.954942654276,-35.88755414450706,651.6075017269376
566.253400754738,-43.7027610343603,546.378408522639
648.9225411121605,-62.57101941759321,487.4082439136245
403.29874859754415,-40.32106358803016,415.5126720637291
670.0055925544316,-36.844281503440364,744.8947755532588
579.2239306510925,-73.69450387812577,402.3317271871271
599.5110023638766,-60.02584302168267,461.38368215083796
674.323583777488,-38.76856393117248,717.9274954227866
514.9415584748492,-50.93852624460365,442.1217018342115
414.08979003251653,-55.94588526414188,333.20077549419756
621.4100849279112,-38.31416843780397,668.2119036187197
580.9456328399165,-34.139933396256325,690.1034446922608
516.788684212593,-42.26745548406605,512.235712012534
506.70181493948473,-44.434686838534994,482.5071544477519
489.1365146869525,-65.95229525921228,357.08354387249597
542.8151206597299,-58.32023201484486,425.2387653683413
681.0489217974274,-63.18355826813241,508.7448710644267
464.48211357722704,-66.62860486051252,337.33188326724024
478.67921328994754,-31.559156753064233,609.7296742426829
415.4277440452751,-59.75389653501274,320.59442412493996
579.0528546750668,-54.81831236006182,472.31309988419935
631.2736611237466,-46.712194540848046,578.1539933332635
422.5413345207426,-35.32991265668859,487.1212124037849
548.6473948618595,-66.40943781018017,399.1199148261031
530.4482015811238,-64.4201198213868,392.06023129658
645.7306953022598,-42.32010166195534,639.3955978667325
608.408941256328,-69.97079394844897,431.71700080424483
577.0692000607262,-43.607256861498136,557.7881976211205
427.47462199799025,-48.04869484700134,383.1894680416535
441.0455892756884,-75.86567877311214,303.20979298474623
533.8017318873867,-77.51186769104012,364.491389610226
562.5702842135074,-39.25664644193098,592.6828813493107
619.6674659228684,-73.64729179382041,430.5279227531511
597.6350100132152,-70.32805739307248,423.1184335332621
654.7586954695958,-64.61382822589263,483.16034488224057
546.8274890929422,-42.483400442959294,539.7753957083045
696.300402398994,-41.06047209098011,706.7010504624637
411.82804341055174,-77.20296698433066,281.54538383462534
677.5744952246998,-65.27875862578442,497.29150613226767
570.3835691657888,-39.02876725636668,603.8579799950284
410.1837935757396,-75.77441487940209,282.10645583506385
489.2047022117652,-64.871013362342,360.2308499938427
691.3174735496103,-76.21980976882652,474.5370612472334
542.2642649972391,-77.2133244556717,370.70261976553917
653.3648195605211,-73.10213254946567,455.23143521032404
648.6746422452032,-45.95502366216278,601.6321667859888
578.880963544616,-31.850381735774633,731.3217793151362
436.17006573318366,-41.50044186438515,438.829929700098
608.8866327634419,-33.84766008146046,728.7866177978199
617.4300314586285,-46.9937481884033,562.8766348814086
494.5871013491831,-33.26781703994712,601.0806215759218
637.2169494516891,-56.97456461876686,506.6755206182025
587.7674129311027,-45.937625146603494,545.3021674166918
584.7589564546913,-74.29888741180935,404.9493866276536
407.3202344669614,-41.64797373768169,408.6162973587481
406.3808232551161,-73.50494369504649,282.549071395741
558.6811402081636,-73.73508363420997,387.9823210617074
639.6349707320996,-76.95338492564481,437.7223614323292
505.213544635513,-79.89670552666686,342.11416160663975
520.5792740827726,-68.35941444655634,373.3696239907018
588.251638965511,-53.99378101519544,484.7842421318938
695.2250407597885,-73.68385570931693,482.93291871474156
525.3300346502001,-68.41367069322591,376.6356290650109
621.2746904766675,-51.06785011385351,532.4438856657887
433.1422339394184,-41.938857288415115,432.0595889188523
486.1716974962245,-47.73110788203883,437.994658170625
470.082325314973,-44.81540602279951,444.63267713057496
405.3621804200241,-32.104659481818096,508.4816468087124
528.3319401207586,-79.38611948680158,358.3524325739565
603.894184807921,-49.216332357984086,531.7037430199041
684.9883551850676,-40.912694393253204,697.2868243247127
426.8233006936779,-69.3172507207776,304.1512922066647
663.7354922686494,-50.87903878924642,570.3550077880511
540.2204533749609,-77.2366011145705,369.2714134358469
450.11018382762256,-60.67056946053539,344.1928603915549
469.501510415033,-79.55843130684883,318.2715056026701
594.8939946977105,-77.13658870675629,406.805362228712
553.8065533049526,-60.38683974394296,424.6747702369959
452.9584096016525,-41.53349058588793,455.4238131672617
455.93147864327636,-41.02431045350877,463.0773234935878
505.037577750019,-68.97922367833766,360.6958794249164
690.7307890422434,-32.89213382816982,847.9503075510474
678.3256849585639,-74.18929424817128,469.998530230034
452.1685747658462,-79.74539113232177,306.3390600326004
627.4715427112274,-49.81210094513294,547.5803859443583
446.1687719019565,-64.8010309026896,328.72948350703643
467.33217155099817,-70.79165624953089,329.92204657068146
561.0923268680241,-41.19088074113115,567.9908340425262
574.0258623513433,-59.64699674208516,443.4711907897046
663.2382587891141,-34.574341869887746,779.1687439616201
438.85447638484123,-43.2800021294353,426.75742005740443
686.695449468926,-74.43740399344887,475.21950241843604
642.8548224174634,-73.10638086327253,447.89851529187365
